Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/city/info/Nashville,547,115,15000.0,38475.55468683425,74.66595800360665,224871.34075001813,93.981718464351,1.8175514584739056,0.38211776549268583,15000,19000,21000,108000,135000,136000,197000,208000,225000,225000,225000
GET,/city/info/New%20York,531,101,15000.0,36291.76426336522,68.25437501538545,229448.32991599105,97.17514124293785,1.7643872476227493,0.33559908099792407,15000,19000,21000,34000,134000,136000,177000,201000,229000,229000,229000
GET,/city/info/Phoenix,551,110,15000.0,38535.78556335446,106.99425000348128,212267.9079999798,95.2431941923775,1.8308425111866946,0.36550394960169946,15000,19000,22000,58000,135000,137000,199000,205000,212000,212000,212000
GET,/city/info/Portland,521,105,15000.0,36878.0489755842,71.66587500250898,225227.86249997444,94.21880998080614,1.7311596158407767,0.34889013371071315,15000,19000,21000,54000,134000,136000,175000,204000,225000,225000,225000
GET,/city/info/Salt%20Lake%20City,519,100,15000.0,35323.6932293791,53.497749991947785,223963.62562500872,101.72254335260115,1.724514089484382,0.33227631781972683,15000,19000,21000,33000,134000,136000,165000,179000,224000,224000,224000
GET,/city/info/Seattle,495,87,15000.0,38636.96931008256,237.95195898856036,226879.65262500802,96.43636363636364,1.6447677732076478,0.2890803965031623,15000,19000,22000,75000,134000,136000,206000,211000,227000,227000,227000
POST,/routes/heatmap,7884,1543,15000.0,37986.594931704334,38.40466699330136,276478.26137498487,349.060629122273,26.19666489690726,5.127023583958384,15000,19000,22000,76000,134000,136000,192000,205000,225000,276000,276000
GET,/routes/most-used,3899,755,15000.0,34985.44974698863,37.49608399812132,248714.80183300446,2274.7432675044884,12.955453631791148,2.5086861995389373,15000,19000,21000,32000,134000,136000,161000,204000,224000,249000,249000
GET,/routes/most-used?date=2025-11-01,3871,777,15000.0,38746.30614070876,52.047832985408604,275321.1995839956,2254.759493670886,12.862416262801625,2.5817869894592773,15000,19000,22000,107000,135000,136000,176000,205000,241000,275000,275000
GET,/routes/random-points?count=1,1586,302,15000.0,37678.962969530134,54.282917000819,229543.6282499868,6.476670870113493,5.269902400620867,1.003474479815575,15000,19000,22000,72000,134000,136000,177000,206000,227000,230000,230000
GET,/routes/random-points?count=2,1533,294,15000.0,38012.04549140393,72.15583298238926,240734.0915829991,12.123287671232877,5.093795952176412,0.9768923743899968,15000,19000,22000,89000,134000,136000,176000,205000,223000,241000,241000
GET,/routes/random-points?count=3,1533,318,15000.0,37829.26524150314,45.657083013793454,221776.36745900963,17.436399217221133,5.093795952176412,1.0566386906667313,15000,19000,22000,93000,134000,136000,174000,206000,221000,222000,222000
GET,/routes/random-points?count=4,1542,295,15000.0,36256.59211695726,73.90083401696756,244060.16783299856,23.45201037613489,5.123700820780187,0.9802151375681941,15000,19000,22000,48000,134000,136000,174000,203000,244000,244000,244000
GET,/routes/random-points?count=5,1636,316,15000.0,37086.27317563944,39.8067079950124,226013.52058400516,29.04645476772616,5.43604055953073,1.0499931643103366,15000,19000,22000,59000,134000,136000,174000,204000,222000,226000,226000
GET,/routes/shortest?fromName=Atlanta&toName=Kansas%20City,1094,212,15000.0,37948.917101469095,66.33816700195894,226568.63745799637,82.23400365630712,3.6351029169478113,0.7044257937778208,15000,19000,21000,86000,134000,136000,174000,205000,218000,227000,227000
GET,/routes/shortest?fromName=Boston&toName=Miami,1105,211,15000.0,37554.93486129229,61.141249985666946,241956.44462501514,86.5683257918552,3.6716533119079813,0.7011030305996235,15000,19000,21000,55000,134000,136000,197000,206000,232000,242000,242000
GET,/routes/shortest?fromName=Chicago&toName=Seattle,1193,228,15000.0,35456.37133860441,168.0849159893114,247284.89733400056,98.6839899413244,3.9640564715893407,0.7575900046289771,15000,19000,21000,33000,134000,136000,174000,206000,226000,247000,247000
GET,/routes/shortest?fromName=Denver&toName=Phoenix,1165,227,15000.0,36580.06013502374,81.27900000545196,220144.51741598896,64.41201716738198,3.871019102599817,0.7542672414507798,15000,19000,22000,54000,134000,135000,170000,206000,220000,220000,220000
GET,/routes/shortest?fromName=Houston&toName=Nashville,1140,211,15000.0,36737.61122895036,68.4638749808073,240732.6412090042,70.08245614035087,3.7879500231448855,0.7011030305996235,15000,19000,21000,55000,134000,136000,175000,206000,238000,241000,241000
GET,/routes/shortest?fromName=New%20York&toName=Los%20Angeles,1134,182,15000.0,36559.03562409848,74.25716699799523,222727.8162080038,112.49382716049382,3.768013444075702,0.6047428984319028,15000,19000,21000,54000,134000,136000,195000,209000,221000,223000,223000
GET,/routes/shortest?fromName=Phoenix&toName=Houston,1087,217,15000.0,36627.202351467415,50.59470800915733,233958.69283401407,65.63017479300828,3.6118435747004303,0.7210396096688072,15000,19000,21000,54000,134000,136000,174000,209000,228000,234000,234000
,Aggregated,55274,10724,15000.0,37447.99339346747,21.401959005743265,276478.26137498487,513.4080399464486,183.6624119116758,35.6333123229875,15000,19000,21000,63000,134000,136000,179000,205000,224000,247000,276000
