request_type,name,response_time_ms,response_length
GET,/routes/shortest?fromName=Atlanta&toName=Kansas%20City,148.26058299513534,102
GET,/city/info/Los%20Angeles,161.305750021711,124
GET,/routes/most-used?date=2025-11-01,160.91154198511504,2821
GET,/routes/shortest?fromName=Phoenix&toName=Houston,147.74479100015014,82
GET,/routes/shortest?fromName=Chicago&toName=Seattle,168.0849159893114,122
GET,/city/info/Chicago,165.9707919752691,119
GET,/cities,233.87183400336653,957
GET,/cities,247.2951250092592,957
GET,/routes/random-points?count=4,246.31574997329153,29
POST,/routes/heatmap,234.07908299122937,434
POST,/routes/heatmap,233.16295800032094,434
GET,/routes/most-used?date=2025-11-01,233.49795799003914,2821
GET,/city/info/Phoenix,233.78204100299627,119
POST,/routes/heatmap,234.05291698873043,434
GET,/routes/most-used,249.04195801354945,2821
POST,/routes/heatmap,250.32420898787677,434
GET,/cities,248.62112497794442,957
GET,/routes/random-points?count=2,248.06762501248159,15
GET,/routes/random-points?count=2,247.8698340128176,15
POST,/routes/heatmap,234.66416698647663,434
GET,/city/Buffalo,220.99837500718422,62
GET,/cities,221.44416702212766,957
GET,/city/Denver,226.0576660046354,60
GET,/routes/random-points?count=1,226.01387501345016,8
GET,/routes/random-points?count=1,215.7007500063628,8
POST,/routes/heatmap,225.01537500647828,434
GET,/cities,251.03416698402725,957
GET,/city/info/Kansas%20City,251.05483300285414,122
GET,/routes/shortest?fromName=Boston&toName=Miami,250.9332089975942,107
GET,/cities,251.14824998308904,957
GET,/city/Atlanta,302.5456250179559,61
POST,/routes/heatmap,262.2488329943735,434
GET,/cities,317.0345420076046,957
GET,/routes/most-used?date=2025-11-01,274.2611249850597,2821
POST,/routes/heatmap,274.027749983361,434
GET,/routes/shortest?fromName=Phoenix&toName=Houston,292.76912499335594,82
GET,/routes/most-used,337.59120901231654,2821
GET,/city/info/Phoenix,338.62108300672844,119
GET,/routes/shortest?fromName=Denver&toName=Phoenix,358.1157079897821,80
GET,/cities,357.37766698002815,957
GET,/routes/shortest?fromName=Chicago&toName=Seattle,372.2035829850938,122
GET,/routes/most-used?date=2025-11-01,374.2645419843029,2821
GET,/cities,374.20258298516273,957
GET,/cities,378.16787499468774,957
GET,/routes/most-used,390.03300000331365,2821
GET,/routes/most-used,396.0369999986142,2821
GET,/routes/shortest?fromName=Phoenix&toName=Houston,406.742666993523,82
GET,/cities,409.1310830262955,957
GET,/routes/most-used,418.2138330070302,2821
GET,/routes/most-used?date=2025-11-01,423.8242910068948,2821
GET,/routes/most-used?date=2025-11-01,424.50966697651893,2821
GET,/routes/random-points?count=4,432.0214999897871,29
GET,/cities,433.2335829967633,957
