request_type,name,response_time_ms,response_length
GET,/routes/most-used,94.514166994486,2821
GET,/city/Boston,99.00620800908655,60
GET,/routes/shortest?fromName=New%20York&toName=Los%20Angeles,119.76829200284556,134
POST,/routes/heatmap,126.45729200448841,434
GET,/city/info/Salt%20Lake%20City,129.8519169795327,126
GET,/city/info/Nashville,138.5494580026716,119
GET,/cities,137.30537498486228,957
GET,/routes/shortest?fromName=Boston&toName=Miami,173.95429097814485,107
GET,/cities,171.74024999258108,957
GET,/routes/shortest?fromName=Phoenix&toName=Houston,170.10641598608345,82
GET,/routes/random-points?count=3,169.08662501373328,22
GET,/routes/shortest?fromName=Chicago&toName=Seattle,182.50904101296328,122
GET,/routes/random-points?count=5,171.76787499920465,36
GET,/city/Houston,173.68862498551607,62
GET,/city/Atlanta,177.36762500135228,61
GET,/cities,187.11425000219606,957
GET,/routes/most-used,188.68720799218863,2821
GET,/routes/most-used,212.4437080055941,2821
POST,/routes/heatmap,190.40437499643303,434
GET,/routes/random-points?count=3,209.1974999930244,22
GET,/routes/most-used?date=2025-11-01,208.21633297600783,2821
GET,/routes/most-used?date=2025-11-01,230.61170798609965,2821
GET,/city/Denver,230.66062497673556,60
GET,/routes/shortest?fromName=Denver&toName=Phoenix,237.65975001151673,80
GET,/routes/shortest?fromName=Denver&toName=Phoenix,249.13208399084397,80
GET,/cities,259.3566660070792,957
GET,/cities,256.9545829901472,957
GET,/routes/random-points?count=1,256.6272499971092,8
GET,/routes/most-used?date=2025-11-01,269.3851249932777,2821
POST,/routes/heatmap,270.48454200848937,434
POST,/routes/heatmap,278.4307909896597,434
GET,/routes/random-points?count=2,279.91229097824544,15
POST,/routes/heatmap,314.1323339950759,434
GET,/city/Atlanta,314.6519169968087,61
GET,/routes/shortest?fromName=Boston&toName=Miami,310.85150002036244,107
POST,/routes/heatmap,311.7170420009643,434
GET,/routes/shortest?fromName=Denver&toName=Phoenix,332.6247919758316,80
POST,/routes/heatmap,328.9907499856781,434
GET,/routes/random-points?count=2,329.7987919941079,15
GET,/city/info/Buffalo,337.2815840120893,117
GET,/routes/shortest?fromName=Denver&toName=Phoenix,341.3063749903813,80
GET,/routes/random-points?count=1,351.08854199643247,8
GET,/city/info/Portland,346.8853750091512,118
POST,/routes/heatmap,356.2510830233805,434
GET,/routes/random-points?count=1,347.4472920061089,8
GET,/routes/random-points?count=5,359.8517920181621,36
GET,/city/Buffalo,354.4451250054408,62
GET,/routes/most-used?date=2025-11-01,376.2784590071533,2821
POST,/routes/heatmap,371.7422500194516,434
GET,/cities,367.0062909950502,957
GET,/city/Denver,380.7952920033131,60
GET,/city/info/Miami,376.49920798139647,115
GET,/routes/shortest?fromName=New%20York&toName=Los%20Angeles,385.0869169982616,134
GET,/routes/most-used?date=2025-11-01,404.0752079745289,2821
GET,/routes/most-used,397.3444169969298,2821
GET,/routes/random-points?count=3,406.6801249864511,22
GET,/city/info/Atlanta,400.72420801152475,117
GET,/routes/shortest?fromName=New%20York&toName=Los%20Angeles,421.11733299680054,134
GET,/routes/most-used,426.96883401367813,2821
POST,/routes/heatmap,434.1248340206221,434
GET,/city/Miami,436.08058302197605,59
POST,/routes/heatmap,434.7221670032013,434
GET,/city/Boston,452.3364170163404,60
POST,/routes/heatmap,454.1629170125816,434
GET,/routes/random-points?count=5,455.1595419761725,36
GET,/city/Salt%20Lake%20City,448.31154198618606,69
GET,/routes/shortest?fromName=Boston&toName=Miami,465.70183397852816,107
GET,/routes/most-used?date=2025-11-01,468.74520799610764,2821
GET,/city/info/Chicago,470.8229170064442,119
GET,/routes/random-points?count=3,472.1970419923309,22
GET,/routes/random-points?count=2,473.2358749897685,15
GET,/cities,471.65316599421203,957
GET,/city/info/Los%20Angeles,477.03216699301265,124
GET,/routes/random-points?count=2,477.43820800678805,15
GET,/city/info/Denver,488.0228749825619,116
GET,/routes/most-used?date=2025-11-01,495.24866699357517,2821
POST,/routes/heatmap,494.1124169854447,434
GET,/routes/random-points?count=5,491.20966700138524,36
GET,/cities,498.4114580147434,957
GET,/city/Atlanta,494.14291701395996,61
POST,/routes/heatmap,514.136249985313,434
GET,/routes/shortest?fromName=Boston&toName=Miami,516.3565829861909,107
GET,/cities,528.8929580128752,957
GET,/routes/most-used?date=2025-11-01,527.9536250163801,2821
GET,/cities,525.8669999893755,957
GET,/city/Phoenix,536.5255000069737,63
POST,/routes/heatmap,534.0194999880623,434
