Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/cities,7662,1098,13000.0,31931.082363320016,5.137917003594339,246245.48020897782,819.8574784651527,25.461886905218055,3.6488060326193454,13000,18000,22000,22000,133000,135000,173000,203000,234000,246000,246000
GET,/city/Atlanta,492,67,13000.0,30138.984823755272,59.40970900701359,213613.2575420197,52.69308943089431,1.6349841239059362,0.22265027703597098,13000,18000,22000,22000,113000,136000,163000,194000,214000,214000,214000
GET,/city/Boston,513,80,13000.0,32494.740889972916,99.00620800908655,222422.28120801155,50.64327485380117,1.7047700316336287,0.2658510770578758,13000,18000,22000,22000,133000,135000,142000,193000,222000,222000,222000
GET,/city/Buffalo,520,69,13000.0,28324.33186691614,37.07291602040641,201139.10345800105,53.77307692307692,1.7280320008761927,0.22929655396241788,13000,18000,20000,22000,125000,135000,143000,171000,201000,201000,201000
GET,/city/Chicago,506,73,14000.0,31997.634064306763,5.6016249873209745,210249.52866698732,53.055335968379445,1.6815080623910645,0.24258910781531168,14000,18000,20000,22000,133000,136000,178000,204000,210000,210000,210000
GET,/city/Denver,459,63,13000.0,33166.76640078819,40.07200000341982,208434.61379100336,51.76470588235294,1.5253205546195625,0.20935772318307722,13000,18000,21000,22000,134000,136000,185000,206000,208000,208000,208000
GET,/city/Houston,497,62,14000.0,29534.43228905714,49.93554099928588,216521.63520798786,54.265593561368206,1.6515998162220535,0.20603458471985375,14000,18000,20000,22000,124000,135000,159000,208000,217000,217000,217000
GET,/city/Kansas%20City,509,80,15000.0,33296.66352136997,67.42574999225326,216060.53441701806,55.62671905697446,1.6914774777807349,0.2658510770578758,15000,18000,22000,23000,133000,136000,167000,204000,216000,216000,216000
GET,/city/Los%20Angeles,541,82,14000.0,32622.051167766702,44.42866699537262,225427.03533300664,55.99630314232902,1.7978179086038852,0.27249735398432273,14000,18000,21000,22000,134000,136000,175000,203000,225000,225000,225000
GET,/city/Miami,532,101,15000.0,37121.622928117074,55.2647500007879,226757.8117090161,47.79887218045113,1.7679096624348742,0.3356369847855682,15000,18000,22000,66000,134000,136000,168000,199000,227000,227000,227000
GET,/city/Nashville,521,85,16000.0,36583.86955039365,46.478375006699935,221350.24283299572,53.55854126679463,1.7313551393394162,0.28246676937399307,16000,19000,22000,43000,135000,136000,186000,207000,221000,221000,221000
GET,/city/New%20York,480,75,13000.0,33155.58757549811,5.877207993762568,219062.16975001735,53.15625,1.5951064623472548,0.24923538474175858,13000,18000,22000,22000,133000,136000,167000,205000,219000,219000,219000
GET,/city/Phoenix,503,65,13000.0,31839.09083348507,5.11504101450555,221219.78300000774,54.858846918489064,1.6715386470013942,0.21600400010952409,13000,18000,21000,22000,134000,136000,175000,201000,221000,221000,221000
GET,/city/Portland,528,69,13000.0,32549.48232685608,66.95387500803918,208446.14704101696,54.76704545454545,1.7546171085819804,0.22929655396241788,13000,18000,22000,22000,133000,136000,169000,203000,208000,208000,208000
GET,/city/Salt%20Lake%20City,479,72,14000.0,30671.587926931094,49.0470000077039,219366.91020801663,58.62839248434238,1.5917833238840315,0.23926596935208824,14000,18000,22000,22000,133000,135000,141000,173000,219000,219000,219000
GET,/city/Seattle,505,86,14000.0,33445.86230735456,71.42812499660067,213855.2051660081,50.611881188118815,1.678184923927841,0.28578990783721653,14000,18000,22000,23000,134000,135000,141000,174000,214000,214000,214000
GET,/city/info/Atlanta,544,85,14000.0,37549.45226296017,4.84666699776426,235881.51716600987,98.71875,1.8077873239935556,0.28246676937399307,15000,18000,22000,38000,135000,140000,204000,207000,236000,236000,236000
GET,/city/info/Boston,552,72,13000.0,31742.21629854673,37.376291991677135,223291.89691701322,100.8695652173913,1.834372431699343,0.23926596935208824,13000,18000,20000,22000,133000,135000,175000,205000,223000,223000,223000
GET,/city/info/Buffalo,510,63,13000.0,30518.303264056758,4.467541992198676,224565.3660419921,102.54705882352941,1.6948006162439584,0.20935772318307722,13000,18000,20000,22000,133000,135000,173000,180000,225000,225000,225000
GET,/city/info/Chicago,509,68,13000.0,33365.78963029431,38.10766700189561,238271.90125000197,103.10216110019647,1.6914774777807349,0.22597341549919445,13000,18000,21000,22000,133000,136000,179000,204000,238000,238000,238000
GET,/city/info/Denver,511,80,13000.0,34244.994619137535,6.065499997930601,226757.8940410167,97.83953033268102,1.6981237547071817,0.2658510770578758,13000,18000,22000,24000,134000,136000,178000,205000,227000,227000,227000
GET,/city/info/Houston,550,81,15000.0,30290.778660661956,48.83337498176843,226758.01245801267,101.47454545454545,1.8277261547728962,0.26917421552109927,15000,18000,22000,22000,133000,135000,173000,205000,227000,227000,227000
GET,/city/info/Kansas%20City,530,83,16000.0,36144.487336145765,6.8058749893680215,240275.55570899858,102.89433962264151,1.7612633855084272,0.27582049244754614,16000,18000,22000,39000,134000,137000,189000,207000,240000,240000,240000
GET,/city/info/Los%20Angeles,521,75,13000.0,31610.861436257146,19.30716697825119,215684.48299999,106.14971209213051,1.7313551393394162,0.24923538474175858,13000,18000,22000,22000,133000,136000,177000,202000,216000,216000,216000
GET,/city/info/Miami,515,72,13000.0,33900.59466501427,4.501749994233251,226206.72149999882,98.92233009708738,1.7114163085600755,0.23926596935208824,13000,18000,22000,22000,134000,136000,187000,202000,226000,226000,226000
