request_type,name,response_time_ms,response_length
GET,/cities,28.706665994832292,0
GET,/routes/random-points,40.279542008647695,22
GET,/routes/random-points,41.99808300472796,22
GET,/routes/random-points,42.3086249793414,36
GET,/city/info/[city],64.97162498999387,116
GET,/city/[city],65.7745829958003,62
POST,/routes/heatmap,69.50291700195521,70
POST,/routes/heatmap,71.20283300173469,70
GET,/routes/most-used,71.91349999629892,228
GET,/city/info/[city],80.64345800084993,116
GET,/routes/random-points,6.274458981351927,22
GET,/city/info/[city],8.281750022433698,118
GET,/routes/random-points,5.788125010440126,22
GET,/city/info/[city],7.595041999593377,117
GET,/routes/most-used,9.179207991110161,228
GET,/routes/most-used,10.688207985367626,234
GET,/city/[city],9.545167005853727,63
GET,/city/info/[city],7.325499987928197,114
GET,/routes/most-used,8.95741701242514,228
GET,/city/info/[city],7.78595800511539,118
GET,/routes/most-used,9.848874993622303,228
GET,/city/[city],10.931707976851612,69
GET,/routes/most-used,10.15891702263616,234
GET,/routes/random-points,6.588040996575728,22
POST,/routes/heatmap,9.32637500227429,70
GET,/routes/shortest,11.926166975172237,228
GET,/cities,4.224499978590757,0
GET,/cities,4.246583004714921,0
GET,/city/[city],6.846542004495859,62
GET,/routes/shortest,7.152999984100461,228
GET,/routes/shortest,5.194291996303946,228
GET,/routes/shortest,12.462000013329089,228
POST,/routes/heatmap,9.270582988392562,70
POST,/routes/heatmap,7.374625012744218,70
GET,/cities,4.343375010648742,0
GET,/routes/shortest,9.882916987407953,228
GET,/city/info/[city],6.282791990088299,118
GET,/routes/shortest,8.449416985968128,228
GET,/city/info/[city],6.026165996445343,116
POST,/routes/heatmap,8.304583025164902,70
GET,/routes/shortest,9.914875001413748,228
GET,/routes/random-points,3.8698749849572778,36
GET,/cities,2.750791987637058,0
GET,/cities,3.3754580072127283,0
GET,/routes/random-points,4.2674590076785535,8
GET,/cities,4.271541984053329,0
GET,/routes/most-used,8.638166997116059,234
GET,/city/info/[city],8.889833989087492,118
POST,/routes/heatmap,9.110582992434502,70
GET,/routes/random-points,4.892209020908922,8
GET,/cities,3.5137500090058893,0
GET,/city/[city],8.55495798168704,62
POST,/routes/heatmap,6.873292004456744,70
POST,/routes/heatmap,8.78966599702835,70
GET,/routes/most-used,10.4945829953067,228
GET,/routes/most-used,11.950458021601662,234
GET,/city/info/[city],7.682625000597909,115
GET,/routes/most-used,6.425749976187944,234
GET,/routes/random-points,3.3418329840060323,8
GET,/city/info/[city],3.5398750042077154,118
GET,/routes/shortest,6.785417004721239,228
GET,/cities,2.3766669910401106,0
GET,/routes/most-used,6.2857499870005995,234
