Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/routes/most-used?date=2025-11-01,4158,435,12000.0,28188.371036915556,6.692250000000399,220378.81375,2525.873737373737,13.821549450308428,1.4459773955950375,12000,17000,20000,21000,124000,135000,173000,184000,203000,220000,220000
GET,/routes/random-points?count=1,1661,190,12000.0,28510.375860476845,32.90116700000212,212098.090833,7.084888621312462,5.521306790996224,0.6315763337081773,12000,17000,20000,21000,133000,135000,161000,183000,201000,212000,212000
GET,/routes/random-points?count=2,1747,166,11000.0,26602.731200075024,0.9936249999995539,218658.37366700004,13.57469948483114,5.807178184148346,0.5517982705029338,11000,17000,20000,21000,114000,135000,171000,180000,191000,219000,219000
GET,/routes/random-points?count=3,1572,170,12000.0,27776.48264599365,23.861834000001636,224753.244917,19.62086513994911,5.225463139943446,0.5650946143704745,12000,17000,20000,21000,133000,135000,176000,185000,219000,225000,225000
GET,/routes/random-points?count=4,1728,203,12000.0,28215.831521537628,1.4472079999983123,205191.30574999997,25.593171296296298,5.744020550777528,0.6747894512776842,12000,17000,20000,21000,118000,135000,170000,183000,203000,205000,205000
GET,/routes/random-points?count=5,1658,163,11000.0,26252.41204956393,23.16262499999766,200703.203916,32.46079613992762,5.511334533095568,0.5418260126022785,11000,17000,20000,21000,112000,135000,171000,183000,199000,201000,201000
GET,/routes/shortest?fromName=Atlanta&toName=Kansas%20City,1155,129,12000.0,27500.976735236367,11.242500000001598,201379.577583,90.6077922077922,3.839319291752341,0.42880708972818354,12000,17000,20000,21000,113000,135000,162000,181000,193000,201000,201000
GET,/routes/shortest?fromName=Boston&toName=Miami,1188,119,12000.0,27625.468570471385,10.64754100000087,199121.55724999998,96.28198653198653,3.9490141286595506,0.3955662300593321,12000,17000,20000,21000,113000,135000,175000,183000,190000,199000,199000
GET,/routes/shortest?fromName=Chicago&toName=Seattle,1229,124,11000.0,26567.82139247109,15.568667000000147,195615.44837499998,109.69080553295362,4.085301653301841,0.4121866598937578,11000,17000,20000,21000,112000,135000,146000,182000,195000,196000,196000
GET,/routes/shortest?fromName=Denver&toName=Phoenix,1182,126,12000.0,27243.116343741127,41.19137499999681,203595.96950000004,71.47208121827411,3.92906961285824,0.4188348318275281,12000,17000,20000,21000,113000,135000,144000,183000,195000,204000,204000
GET,/routes/shortest?fromName=Houston&toName=Nashville,1176,121,12000.0,26455.085451553565,10.444916000000859,192139.6935,77.15136054421768,3.909125097056929,0.4022144019931024,12000,17000,20000,21000,112000,135000,142000,180000,191000,192000,192000
GET,/routes/shortest?fromName=New%20York&toName=Los%20Angeles,1166,121,12000.0,27457.764731957996,14.286375000001073,216120.146083,120.09433962264151,3.8758842373880777,0.4022144019931024,12000,17000,20000,20000,116000,135000,161000,184000,208000,216000,216000
GET,/routes/shortest?fromName=Phoenix&toName=Houston,1187,124,12000.0,27693.161895053046,15.09579200000033,213385.85775000002,73.43386689132267,3.9456900426926658,0.4121866598937578,12000,17000,20000,21000,117000,135000,157000,182000,201000,213000,213000
,Aggregated,67370,7044,11000.0,26408.066358469976,0.9936249999995539,255502.073833,505.94326851714413,223.94367158905214,23.41486155073895,11000,16000,20000,21000,115000,135000,166000,183000,200000,220000,256000
